id,Make,Driver,Manager,Acceleration 0 - 100 km/h,Top Speed,ER,Total Power,Total Torque,Drive,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Charging Cost,Maintenance Cost,Date,Range,Month
496,Hyundai Ioniq 5,Ivan,Vikram,0.54,185,365.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-12,405.61,1
497,Hyundai Ioniq 5,Alice,Vikram,2.7,185,333.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-13,370.27,11
498,Honda Clarity EV,Alice,Sneha,1.67,180,378.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-10,420.16,7
499,Citroen eC3,Diana,Maya,0.0,110,135.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-29,150.91,10
500,Nissan ARIYA,Ethan,Ramesh,0.0,160,289.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-24,321.37,10
501,Honda Clarity EV,Ethan,Sneha,2.22,180,343.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-11,381.27,4
502,Honda Clarity EV,Fiona,Sneha,0.0,180,367.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-10,407.83,6
503,Nissan ARIYA,Julia,Ramesh,3.12,160,284.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-04,316.59,10
504,Honda Clarity EV,Julia,Sneha,2.78,180,374.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-12,415.61,2
505,Honda Clarity EV,Bob,Sneha,0.0,180,367.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-18,408.72,12
506,Maruti Jimny EV,Diana,Ananya,2.14,140,175.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-30,194.69,6
507,Maruti Jimny EV,George,Ananya,0.71,140,171.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-03,190.8,7
508,Honda Clarity EV,George,Sneha,1.67,180,349.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-12,388.27,2
509,Citroen eC3,George,Maya,1.82,110,130.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-07-20,145.13,7
510,Hyundai Ioniq 5,Ivan,Vikram,2.16,185,342.4,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-02,380.49,6
511,Maruti Jimny EV,Alice,Ananya,0.0,140,176.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-27,196.58,6
512,Maruti Jimny EV,Ivan,Ananya,1.43,140,186.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-03,207.58,5
513,Hyundai Ioniq 5,Julia,Vikram,1.08,185,356.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-28,396.49,12
514,Nissan ARIYA,Diana,Ramesh,0.62,160,278.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-11,309.15,1
515,Citroen eC3,Julia,Maya,0.0,110,134.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-06,149.68,11
516,Citroen eC3,Bob,Maya,3.64,110,138.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-01,154.13,6
517,Nissan ARIYA,Charlie,Ramesh,0.62,160,282.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-17,314.15,5
518,Honda Clarity EV,Hannah,Sneha,2.22,180,350.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-19,389.38,12
519,Nissan ARIYA,Fiona,Ramesh,0.62,160,272.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-06,303.04,2
520,Nissan ARIYA,Alice,Ramesh,1.88,160,280.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-12,311.37,9
521,Hyundai Ioniq 5,Diana,Vikram,0.0,185,351.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-03-24,390.6,3
522,Citroen eC3,Charlie,Maya,4.55,110,132.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-25,147.13,8
523,Hyundai Ioniq 5,Ethan,Vikram,2.16,185,346.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-27,384.82,11
524,Nissan ARIYA,Ethan,Ramesh,1.25,160,278.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-20,309.93,5
525,Nissan ARIYA,Fiona,Ramesh,0.0,160,276.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-15,306.93,11
526,Hyundai Ioniq 5,Ethan,Vikram,0.54,185,357.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-05,397.72,6
527,Citroen eC3,Bob,Maya,4.55,110,135.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-07-29,150.46,7
528,Hyundai Ioniq 5,Ethan,Vikram,2.7,185,333.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-21,371.05,1
529,Nissan ARIYA,Fiona,Ramesh,1.25,160,283.5,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-12,315.04,11
530,Citroen eC3,Charlie,Maya,2.73,110,125.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-27,139.79,8
531,Citroen eC3,Ethan,Maya,1.82,110,136.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-16,151.35,5
532,Nissan ARIYA,Charlie,Ramesh,0.62,160,298.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-04,331.93,10
533,Nissan ARIYA,George,Ramesh,2.5,160,283.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-12,314.59,6
534,Maruti Jimny EV,Alice,Ananya,2.14,140,187.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-04-11,208.25,4
535,Nissan ARIYA,Alice,Ramesh,0.0,160,294.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-10,326.82,10
536,Citroen eC3,George,Maya,0.0,110,125.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-20,139.35,11
537,Hyundai Ioniq 5,Alice,Vikram,2.7,185,352.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-10,391.49,11
538,Citroen eC3,Alice,Maya,3.64,110,124.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-09,138.35,12
539,Citroen eC3,Charlie,Maya,0.0,110,133.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-26,148.24,10
540,Citroen eC3,Charlie,Maya,0.0,110,131.3,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-08,145.91,8
541,Maruti Jimny EV,Diana,Ananya,0.0,140,188.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-27,209.36,9
542,Citroen eC3,Fiona,Maya,0.0,110,135.5,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-14,150.57,2
543,Honda Clarity EV,Hannah,Sneha,1.67,180,347.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-24,386.16,1
544,Honda Clarity EV,Ivan,Sneha,1.67,180,375.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-17,417.72,11
545,Nissan ARIYA,Ivan,Ramesh,3.12,160,271.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-04-28,301.37,4
546,Honda Clarity EV,Hannah,Sneha,0.56,180,356.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-08,395.6,3
547,Maruti Jimny EV,Bob,Ananya,2.86,140,187.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-11-18,208.8,11
548,Hyundai Ioniq 5,Fiona,Vikram,1.08,185,330.8,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-23,367.6,6
549,Maruti Jimny EV,Julia,Ananya,0.0,140,183.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-17,204.36,9
550,Honda Clarity EV,Hannah,Sneha,0.0,180,375.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-15,416.83,1
551,Citroen eC3,Fiona,Maya,4.55,110,126.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-04,140.24,4
552,Citroen eC3,Ivan,Maya,2.73,110,137.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-17,152.69,8
553,Hyundai Ioniq 5,George,Vikram,1.62,185,340.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-04-18,377.82,4
554,Maruti Jimny EV,Bob,Ananya,1.43,140,176.5,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-10,196.14,8
555,Maruti Jimny EV,Ethan,Ananya,0.71,140,172.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-05,191.47,6
556,Citroen eC3,Alice,Maya,1.82,110,137.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-14,153.13,8
557,Nissan ARIYA,Julia,Ramesh,1.88,160,280.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-06,312.04,8
558,Citroen eC3,Fiona,Maya,1.82,110,130.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-06-13,144.68,6
559,Hyundai Ioniq 5,Hannah,Vikram,0.54,185,331.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-24,368.6,6
560,Maruti Jimny EV,Hannah,Ananya,2.14,140,183.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-29,204.02,8
561,Citroen eC3,Charlie,Maya,1.82,110,138.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-03-16,153.46,3
562,Citroen eC3,Ethan,Maya,0.91,110,132.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-03-31,147.57,3
563,Honda Clarity EV,Bob,Sneha,1.67,180,345.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-26,383.6,11
564,Maruti Jimny EV,Ethan,Ananya,2.14,140,179.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-25,199.8,1
565,Hyundai Ioniq 5,Ivan,Vikram,0.54,185,360.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-08,400.6,11
566,Hyundai Ioniq 5,Diana,Vikram,2.16,185,358.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-15,398.38,12
567,Hyundai Ioniq 5,Julia,Vikram,0.54,185,364.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-13,405.49,11
568,Citroen eC3,Julia,Maya,0.91,110,135.0,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-08,150.02,2
569,Nissan ARIYA,Julia,Ramesh,0.62,160,278.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-31,309.7,3
570,Nissan ARIYA,Diana,Ramesh,1.25,160,279.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-25,310.7,2
571,Hyundai Ioniq 5,Hannah,Vikram,0.54,185,332.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-10,369.16,6
572,Maruti Jimny EV,Charlie,Ananya,3.57,140,177.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-21,197.69,7
573,Citroen eC3,Fiona,Maya,4.55,110,129.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-16,143.46,2
574,Nissan ARIYA,Julia,Ramesh,0.0,160,295.0,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-17,327.82,5
575,Maruti Jimny EV,Alice,Ananya,2.86,140,172.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-20,192.13,9
576,Nissan ARIYA,Ivan,Ramesh,3.12,160,283.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-08-13,315.26,8
577,Honda Clarity EV,George,Sneha,2.78,180,356.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-13,395.83,2
578,Maruti Jimny EV,Hannah,Ananya,0.71,140,174.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-15,193.47,7
579,Nissan ARIYA,Ethan,Ramesh,3.12,160,276.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-16,307.7,6
580,Honda Clarity EV,Charlie,Sneha,0.0,180,367.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-25,408.05,9
581,Nissan ARIYA,Bob,Ramesh,0.62,160,269.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-07,299.04,12
582,Honda Clarity EV,Fiona,Sneha,2.78,180,342.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-07,380.82,1
583,Citroen eC3,Diana,Maya,2.73,110,131.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-09,145.8,1
584,Honda Clarity EV,Charlie,Sneha,0.56,180,360.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-19,400.83,10
585,Maruti Jimny EV,Julia,Ananya,1.43,140,188.6,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-04,209.58,6
586,Nissan ARIYA,Julia,Ramesh,0.62,160,294.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-09-25,327.04,9
587,Citroen eC3,Ethan,Maya,2.73,110,128.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-12-22,142.35,12
588,Nissan ARIYA,George,Ramesh,2.5,160,273.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-30,303.48,12
589,Citroen eC3,Julia,Maya,1.82,110,137.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-07-27,152.91,7
590,Nissan ARIYA,Julia,Ramesh,3.12,160,295.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-28,328.6,11
591,Hyundai Ioniq 5,Julia,Vikram,2.16,185,358.1,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-25,397.94,2
592,Nissan ARIYA,Alice,Ramesh,2.5,160,297.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-06-16,330.82,6
593,Maruti Jimny EV,Hannah,Ananya,1.43,140,184.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-03-24,205.36,3
594,Nissan ARIYA,Fiona,Ramesh,2.5,160,274.7,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-27,305.26,12
595,Hyundai Ioniq 5,Ivan,Vikram,0.0,185,330.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-05-13,367.49,5
596,Nissan ARIYA,Ethan,Ramesh,0.0,160,281.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-09,313.15,5
597,Nissan ARIYA,Hannah,Ramesh,0.0,160,283.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-18,314.71,2
598,Honda Clarity EV,Ethan,Sneha,0.0,180,346.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-10-12,384.94,10
599,Nissan ARIYA,Hannah,Ramesh,1.25,160,286.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-23,318.15,12
600,Hyundai Ioniq 5,George,Vikram,1.08,185,366.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-01-17,407.72,1
601,Maruti Jimny EV,Ivan,Ananya,0.71,140,170.9,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-07,189.91,9
602,Nissan ARIYA,Bob,Ramesh,1.88,160,268.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-25,298.15,2
603,Nissan ARIYA,Fiona,Ramesh,0.62,160,284.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-10-29,315.93,10
604,Nissan ARIYA,Bob,Ramesh,1.25,160,281.5,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-29,312.82,11
605,Honda Clarity EV,Ethan,Sneha,0.0,180,368.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-12,409.27,3
606,Honda Clarity EV,George,Sneha,1.67,180,378.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-03-07,420.61,3
607,Honda Clarity EV,Hannah,Sneha,1.11,180,379.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-01-14,421.94,1
608,Nissan ARIYA,Hannah,Ramesh,0.62,160,285.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-11-28,316.82,11
609,Hyundai Ioniq 5,Hannah,Vikram,2.7,185,340.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-06-30,378.05,6
610,Maruti Jimny EV,Fiona,Ananya,2.14,140,178.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-07-21,197.91,7
611,Citroen eC3,Ethan,Maya,0.91,110,130.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-05,144.68,9
612,Citroen eC3,Hannah,Maya,1.82,110,128.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-08-25,142.46,8
613,Honda Clarity EV,Bob,Sneha,2.22,180,344.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-02-05,383.16,2
614,Nissan ARIYA,George,Ramesh,2.5,160,283.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-22,315.15,12
615,Honda Clarity EV,Diana,Sneha,0.0,180,349.0,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-16,387.83,9
616,Maruti Jimny EV,Charlie,Ananya,2.14,140,184.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-08-12,204.58,8
617,Citroen eC3,Bob,Maya,3.64,110,129.6,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-08,144.02,5
618,Hyundai Ioniq 5,Hannah,Vikram,2.16,185,366.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-02-09,406.94,2
619,Hyundai Ioniq 5,Diana,Vikram,1.08,185,352.3,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-13,391.49,8
620,Nissan ARIYA,Fiona,Ramesh,2.5,160,284.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-01-02,316.48,1
621,Honda Clarity EV,Fiona,Sneha,2.22,180,352.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-26,392.16,7
622,Hyundai Ioniq 5,Fiona,Vikram,2.16,185,348.7,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-24,387.49,10
623,Hyundai Ioniq 5,Ethan,Vikram,1.08,185,334.6,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-21,371.82,8
624,Nissan ARIYA,Charlie,Ramesh,3.12,160,287.9,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-05-02,319.93,5
625,Maruti Jimny EV,Fiona,Ananya,0.0,140,185.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-05-28,205.69,5
626,Maruti Jimny EV,Charlie,Ananya,0.71,140,174.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-06-23,193.58,6
627,Citroen eC3,Julia,Maya,3.64,110,129.4,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-04-23,143.8,4
628,Nissan ARIYA,Ivan,Ramesh,1.25,160,290.8,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-03-25,323.15,3
629,Honda Clarity EV,Bob,Sneha,1.67,180,359.5,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-08-21,399.49,8
630,Maruti Jimny EV,Bob,Ananya,2.86,140,181.0,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-26,201.14,10
631,Nissan ARIYA,Hannah,Ramesh,0.62,160,281.3,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-15,312.59,2
632,Honda Clarity EV,Ivan,Sneha,1.11,180,379.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-28,421.5,7
633,Hyundai Ioniq 5,Ethan,Vikram,2.16,185,353.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-12-24,392.49,12
634,Maruti Jimny EV,Ivan,Ananya,0.71,140,185.7,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-12-18,206.36,12
635,Hyundai Ioniq 5,Ivan,Vikram,2.16,185,361.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-08-21,401.38,8
636,Citroen eC3,Ethan,Maya,0.91,110,126.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-05-17,140.91,5
637,Honda Clarity EV,George,Sneha,1.67,180,347.2,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-05-07,385.82,5
638,Maruti Jimny EV,Alice,Ananya,2.86,140,170.2,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-10-19,189.13,10
639,Citroen eC3,Alice,Maya,3.64,110,135.2,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-11-15,150.24,11
640,Honda Clarity EV,Diana,Sneha,0.0,180,366.1,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-12-05,406.83,12
641,Citroen eC3,Hannah,Maya,0.0,110,137.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-09-30,152.35,9
642,Citroen eC3,Ethan,Maya,1.82,110,127.8,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-01-09,142.02,1
643,Hyundai Ioniq 5,Ivan,Vikram,2.7,185,330.9,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-10-04,367.71,10
644,Honda Clarity EV,George,Sneha,2.78,180,370.3,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-09-10,411.49,9
645,Honda Clarity EV,Charlie,Sneha,0.56,180,361.8,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-07-06,402.05,7
646,Nissan ARIYA,Ivan,Ramesh,2.5,160,289.1,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-12-30,321.26,12
647,Honda Clarity EV,Bob,Sneha,1.67,180,371.4,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-27,412.72,4
648,Maruti Jimny EV,Bob,Ananya,3.57,140,176.4,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-09-08,196.02,9
649,Honda Clarity EV,Alice,Sneha,0.56,180,366.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-06-27,407.49,6
650,Honda Clarity EV,Julia,Sneha,0.56,180,348.7,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-04-26,387.49,4
651,Nissan ARIYA,Hannah,Ramesh,1.88,160,273.2,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-07-16,303.59,7
652,Citroen eC3,George,Maya,0.0,110,130.1,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-10-21,144.57,10
653,Hyundai Ioniq 5,Alice,Vikram,1.62,185,349.5,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-07-22,388.38,7
654,Honda Clarity EV,Ivan,Sneha,0.56,180,374.9,240,400,Rear,80.0,4895,1870,1490,2760,2100,450,470,5,12.0,120,2023-11-07,416.61,11
655,Hyundai Ioniq 5,Hannah,Vikram,1.62,185,335.2,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-01,372.49,11
656,Maruti Jimny EV,Ivan,Ananya,0.71,140,171.1,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-04-10,190.13,4
657,Maruti Jimny EV,Ethan,Ananya,1.43,140,178.8,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-04-03,198.69,4
658,Nissan ARIYA,Hannah,Ramesh,2.5,160,297.6,290,450,AWD,63.0,4595,1850,1660,2775,1980,480,466,5,9.45,100,2023-02-03,330.71,2
659,Citroen eC3,Ethan,Maya,2.73,110,128.7,90,200,Front,29.2,3981,1733,1585,2540,1360,350,315,5,4.38,80,2023-02-24,143.02,2
660,Maruti Jimny EV,Hannah,Ananya,0.71,140,185.3,200,300,AWD,40.0,3985,1645,1720,2590,1450,400,220,4,6.0,75,2023-01-12,205.91,1
661,Hyundai Ioniq 5,Fiona,Vikram,0.54,185,332.0,320,605,Rear,77.4,4635,1890,1605,3000,2200,500,531,5,11.61,130,2023-11-20,368.93,11
